instance,from,nb_toots,n,p,nb_toots_total,paverage,logratio
friendica.hashy-net.de,friendica.ironbug.org,40,181,0.22099447513812154,516,8.466733612932443e-4,5.564578002459908
papote.eu,mamot.fr,79,358,0.2206703910614525,16099,0.02641588070437973,2.1227047739173868
fulda.social,respublicae.eu,77,349,0.22063037249283668,4140,0.006793076968515565,3.480584777925256
bear.community,woof.group,45,204,0.22058823529411764,713,0.0011699188112443473,5.239363420605167
boskovice.social,mastodon.art,76,345,0.22028985507246376,18951,0.031095555949357118,1.957879288781521
mastodon.izzz.fr,framapiaf.org,74,336,0.22023809523809523,7801,0.012800191650094184,2.845249068746012
techspace.social,aspiechattr.me,62,282,0.2198581560283688,2700,0.004430267588162325,3.9045226072079173
dindon.one,mastodonapp.uk,78,355,0.21971830985915494,26080,0.04279310322195312,1.6359693662669466
social.anon-groups.de,troet.cafe,78,355,0.21971830985915494,7504,0.012312862215396328,2.8817018916214754
piki.dev,hachyderm.io,72,328,0.21951219512195122,6200,0.010173207054298672,3.0716502846920886
perkins.pub,journa.host,61,278,0.21942446043165467,8952,0.014688798314529308,2.7039228455842728
linuxjobs.social,mamot.fr,77,351,0.21937321937321938,16099,0.02641588070437973,2.1168091062388834
mastodon.exitmusic.world,universeodon.com,77,351,0.21937321937321938,8816,0.014465644095273724,2.7189980120884822
mastodon.kleph.eu,mamot.fr,77,352,0.21875,16099,0.02641588070437973,2.113964154106652
v2br.social,vt.social,64,293,0.21843003412969283,287,4.7092103622318045e-4,6.139530603676343
bremen.team,squeet.me,102,467,0.21841541755888652,7154,0.011738568268782694,2.9235189808897704
fabler.su,mastodon.ml,62,284,0.21830985915492956,775,0.001271650881787334,5.145599462623898
mimimi01.masto.host,journa.host,43,197,0.2182741116751269,8952,0.014688798314529308,2.6986664820571726
cliff.social,respublicae.eu,79,362,0.21823204419889503,4140,0.006793076968515565,3.4696549189152504
social.100bureaux.com,piaille.fr,84,385,0.21818181818181817,5742,0.009421702404158544,3.14231294896788
mastodon.in.th,pawoo.net,58,266,0.21804511278195488,2241,0.0036771220981747297,4.082571573057153
mastodon.sdf.org,mastodon.sdf.org,74,340,0.21764705882352942,2501,0.004103740458516287,3.9709758898097034
penumbra.space,wxw.moe,80,368,0.21739130434782608,3276,0.005375391340303621,3.6998675966253503
home.social,home.social,53,244,0.21721311475409835,483,7.925256463268159e-4,5.613409379699707
mastodon.party.at,toot.wales,59,272,0.21691176470588236,3328,0.005460715012371932,3.681910920761983
