instance,from,nb_toots
mastodon.triggerphra.se,de,16
mastodon.triggerphra.se,en,411
mastodon.triggerphra.se,es,2
mastodon.triggerphra.se,fr,17
mastodon.triggerphra.se,ie,1
mastodon.triggerphra.se,no,1
mastodon.triggerphra.se,pt,4
mastodon.triggerphra.se,ru,1
mastodon.triggerphra.se,zh,1
mastodon.samfira.com,de,4
mastodon.samfira.com,en,481
mastodon.samfira.com,fr,6
mastodon.samfira.com,nl,3
mastodon.samfira.com,pl,1
social.apreslanu.it,ca,1
social.apreslanu.it,de,5
social.apreslanu.it,en,256
social.apreslanu.it,es,1
social.apreslanu.it,fr,228
social.apreslanu.it,nl,1
social.apreslanu.it,ru,1
social.apreslanu.it,sv,1
niklas.social,de,15
niklas.social,en,450
niklas.social,es,1
niklas.social,fr,20
niklas.social,nl,1
niklas.social,pt,2
niklas.social,ru,1
niklas.social,sv,1
mastodon.express,ar,7
mastodon.express,de,13
mastodon.express,en,431
mastodon.express,es,7
mastodon.express,fa,1
mastodon.express,fi,3
mastodon.express,fr,5
mastodon.express,ht,1
mastodon.express,it,1
mastodon.express,nl,4
mastodon.express,pt,17
mastodon.express,ru,7
socialpod.me,en,401
socialpod.me,en-us,28
socialpod.me,es,1
socialpod.me,fr,4
socialpod.me,ja,54
socialpod.me,pt,10
mastodon.lemarchand.io,br,2
mastodon.lemarchand.io,de,1
mastodon.lemarchand.io,en,133
mastodon.lemarchand.io,eo,1
mastodon.lemarchand.io,fr,352
mastodon.lemarchand.io,it,1
mastodon.lemarchand.io,ja,1
mastodon.lemarchand.io,sv,1
conesphere.social,de,254
conesphere.social,en,213
conesphere.social,fi,1
conesphere.social,fr,23
conesphere.social,ga,3
conesphere.social,lb,1
conesphere.social,sv,1
chinwag.org,de,42
chinwag.org,en,368
chinwag.org,eo,3
chinwag.org,es,11
chinwag.org,fi,2
chinwag.org,fr,12
chinwag.org,it,1
chinwag.org,ja,5
chinwag.org,nl,8
chinwag.org,pl,1
chinwag.org,pt,1
chinwag.org,sv,2
chinwag.org,zh,33
cybt.de,de,348
cybt.de,en,133
cybt.de,es,1
cybt.de,fr,5
cybt.de,ja,1
cybt.de,nn,2
cybt.de,zh,1
petroskowo.pl,ca,6
petroskowo.pl,cs,5
petroskowo.pl,de,3
petroskowo.pl,en,326
petroskowo.pl,eo,2
petroskowo.pl,es,8
petroskowo.pl,et,2
petroskowo.pl,fr,21
petroskowo.pl,hu,3
petroskowo.pl,is,1
petroskowo.pl,it,1
petroskowo.pl,nl,9
petroskowo.pl,pl,94
petroskowo.pl,sv,8
social.tulsa.ok.us,ar,9
social.tulsa.ok.us,de,3
social.tulsa.ok.us,en,423
social.tulsa.ok.us,es,1
social.tulsa.ok.us,fi,1
social.tulsa.ok.us,fr,2
social.tulsa.ok.us,lb,1
social.tulsa.ok.us,pt,1
social.tulsa.ok.us,ru,1
f.kretschmann.social,de,100
f.kretschmann.social,en,40
f.kretschmann.social,es,20
f.kretschmann.social,ru,320
f.kretschmann.social,sv,20
darkfriend.social,en,491
darkfriend.social,es,3
darkfriend.social,fr,1
darkfriend.social,it,1
darkfriend.social,nl,1
darkfriend.social,sv,1
bologna.one,ca,1
bologna.one,de,11
bologna.one,en,189
bologna.one,es,3
bologna.one,eu,1
bologna.one,fi,1
bologna.one,fr,3
bologna.one,it,282
bologna.one,pl,2
bologna.one,pt,3
bologna.one,pt-BR,1
mastodon.oi7.de,de,341
mastodon.oi7.de,en,144
mastodon.oi7.de,es,1
mastodon.oi7.de,fi,1
mastodon.oi7.de,fr,3
mastodon.oi7.de,it,1
mastodon.oi7.de,nl,1
mastodon.oi7.de,pl,1
mastodon.oi7.de,sv,2
fri.aethercom.de,ca,20
fri.aethercom.de,de,20
fri.aethercom.de,en,280
fri.aethercom.de,eo,20
fri.aethercom.de,es,60
fri.aethercom.de,et,20
fri.aethercom.de,fr,20
fri.aethercom.de,ru,20
nonexiste.net,ca,2
nonexiste.net,cs,2
nonexiste.net,de,49
nonexiste.net,el,3
nonexiste.net,en,305
nonexiste.net,es,15
nonexiste.net,fi,1
nonexiste.net,fr,19
nonexiste.net,gl,1
nonexiste.net,ig,1
nonexiste.net,it,8
nonexiste.net,ja,26
nonexiste.net,ko,2
nonexiste.net,nl,17
nonexiste.net,no,1
nonexiste.net,pl,3
nonexiste.net,pt,14
nonexiste.net,ru,1
nonexiste.net,sv,2
nonexiste.net,tr,8
nonexiste.net,uk,1
nonexiste.net,zh,16
anarchydica.net,fa,467
gensokyo.town,ar,2
gensokyo.town,de,15
gensokyo.town,el,1
gensokyo.town,en,122
gensokyo.town,es,4
gensokyo.town,fr,10
gensokyo.town,ig,1
gensokyo.town,ja,297
gensokyo.town,kk,1
gensokyo.town,nl,1
gensokyo.town,pt,3
gensokyo.town,ru,1
gensokyo.town,so,1
gensokyo.town,zh,24
m.sprovoost.nl,de,3
m.sprovoost.nl,en,328
m.sprovoost.nl,fr,1
m.sprovoost.nl,nl,162
m.sprovoost.nl,nn,1
m.sprovoost.nl,no,1
m.sprovoost.nl,sv,1
bergstrasse.social,ar,4
bergstrasse.social,bg,2
bergstrasse.social,ca,4
bergstrasse.social,cs,2
bergstrasse.social,de,98
bergstrasse.social,en,263
bergstrasse.social,eo,4
bergstrasse.social,es,29
bergstrasse.social,et,5
bergstrasse.social,fr,3
bergstrasse.social,gd,4
bergstrasse.social,it,4
bergstrasse.social,ja,1
bergstrasse.social,nl,10
bergstrasse.social,pl,1
bergstrasse.social,ro,1
bergstrasse.social,ru,55
bergstrasse.social,sv,4
ptwg.xyz,de,4
ptwg.xyz,en,486
ptwg.xyz,fr,3
ptwg.xyz,it,1
ptwg.xyz,ko,1
ptwg.xyz,nl,1
ptwg.xyz,sv,2
nicoban.one,fa,492
social.tromdienste.de,bg,1
social.tromdienste.de,ca,5
social.tromdienste.de,cs,2
social.tromdienste.de,de,81
social.tromdienste.de,en,285
social.tromdienste.de,eo,1
social.tromdienste.de,es,7
social.tromdienste.de,et,5
social.tromdienste.de,fr,53
social.tromdienste.de,hu,3
social.tromdienste.de,is,2
social.tromdienste.de,it,4
social.tromdienste.de,nl,9
social.tromdienste.de,pl,2
social.tromdienste.de,ro,1
social.tromdienste.de,ru,21
social.tromdienste.de,sv,3
dashuo.org,de,12
dashuo.org,en,116
dashuo.org,es,3
dashuo.org,fr,3
dashuo.org,it,5
dashuo.org,ja,3
dashuo.org,ku,1
dashuo.org,pt,11
dashuo.org,tr,28
dashuo.org,zh,288
social.artemai.art,en,500
mastodon.ehret.me,de,1
mastodon.ehret.me,en,256
mastodon.ehret.me,eo,1
mastodon.ehret.me,es,1
mastodon.ehret.me,fr,235
mastodon.ehret.me,kk,1
mastodon.ehret.me,sv,1
poils.pachyderme.net,de,21
poils.pachyderme.net,en,199
poils.pachyderme.net,es,1
poils.pachyderme.net,fr,268
mastodon.com.tr,ar,7
mastodon.com.tr,de,28
mastodon.com.tr,en,153
mastodon.com.tr,es,10
mastodon.com.tr,eu,1
mastodon.com.tr,fi,4
mastodon.com.tr,nl,1
mastodon.com.tr,pt,1
mastodon.com.tr,tr,295
mastodon.glibre.org,ca,66
mastodon.glibre.org,en,127
mastodon.glibre.org,es,69
mastodon.glibre.org,eu,1
mastodon.glibre.org,fr,230
mastodon.glibre.org,gl,2
mastodon.glibre.org,nl,1
mastodon.glibre.org,pt,1
mastodon.glibre.org,ru,1
mastodon.glibre.org,sv,1
piratenpartei.social,ar,1
piratenpartei.social,ca,3
piratenpartei.social,cs,3
piratenpartei.social,de,252
piratenpartei.social,en,178
piratenpartei.social,es,14
piratenpartei.social,et,3
piratenpartei.social,fr,4
piratenpartei.social,gd,2
piratenpartei.social,hu,2
piratenpartei.social,it,3
piratenpartei.social,nl,8
piratenpartei.social,pl,1
piratenpartei.social,ro,2
piratenpartei.social,sv,1
akademienl.social,de,24
akademienl.social,en,386
akademienl.social,fr,3
akademienl.social,nl,75
akademienl.social,pt,11
social.bim.land,ar,1
social.bim.land,ca,3
social.bim.land,de,44
social.bim.land,en,260
social.bim.land,eo,1
social.bim.land,es,19
social.bim.land,eu,1
social.bim.land,fr,157
social.bim.land,gl,1
social.bim.land,ja,4
social.bim.land,nl,1
social.bim.land,pl,1
social.bim.land,ru,1
social.bim.land,zh,2
mastodon.multimob.be,ca,5
mastodon.multimob.be,de,2
mastodon.multimob.be,en,206
mastodon.multimob.be,eo,1
mastodon.multimob.be,fr,280
mastodon.multimob.be,it,2
mastodon.multimob.be,ja,1
mastodon.multimob.be,nl,1
mastodon.multimob.be,sv,1
masto.fdlibre.eu,de,3
masto.fdlibre.eu,en,187
masto.fdlibre.eu,fr,296
masto.fdlibre.eu,gl,1
masto.fdlibre.eu,it,2
masto.fdlibre.eu,ja,1
masto.fdlibre.eu,sv,1
masto.fdlibre.eu,uk,1
masto.fdlibre.eu,zh,1
loma.ml,ca,3
loma.ml,de,218
loma.ml,en,215
loma.ml,eo,2
loma.ml,es,7
loma.ml,fr,5
loma.ml,gd,3
loma.ml,is,2
loma.ml,it,4
loma.ml,ja,1
loma.ml,nl,12
loma.ml,pl,1
loma.ml,ro,3
loma.ml,ru,1
loma.ml,sv,6
mastodon.jordanwages.com,de,30
mastodon.jordanwages.com,en,412
mastodon.jordanwages.com,fi,1
mastodon.jordanwages.com,fr,5
mastodon.jordanwages.com,nl,1
mastodon.jordanwages.com,nn,2
mastodon.jordanwages.com,pl,1
social.dropbear.xyz,de,11
social.dropbear.xyz,el,1
social.dropbear.xyz,en,462
social.dropbear.xyz,eo,1
social.dropbear.xyz,fi,1
social.dropbear.xyz,fr,9
social.dropbear.xyz,gl,1
social.dropbear.xyz,ht,1
social.dropbear.xyz,nl,1
friendica.offsite.guru,en,380
friendica.offsite.guru,et,20
friendica.offsite.guru,pl,20
friendica.offsite.guru,ru,20
friendica.mschmidt-et.de,de,360
friendica.mschmidt-et.de,en,60
friendica.mschmidt-et.de,nl,20
friendica.mschmidt-et.de,ru,20
6t.vc,en,500
pouet.mickaelgillot.xyz,en,500
red.niboe.info,ca,19
red.niboe.info,de,41
red.niboe.info,el,1
red.niboe.info,en,245
red.niboe.info,eo,1
red.niboe.info,es,109
red.niboe.info,eu,3
red.niboe.info,fr,12
red.niboe.info,gl,4
red.niboe.info,it,6
red.niboe.info,ja,8
red.niboe.info,pl,8
red.niboe.info,pt,17
red.niboe.info,ru,1
red.niboe.info,so,1
red.niboe.info,uk,1
red.niboe.info,zh,20
friendica.togart.de,fa,487
friendica.kommune4.de,ca,20
friendica.kommune4.de,de,180
friendica.kommune4.de,en,140
friendica.kommune4.de,es,40
friendica.kommune4.de,fr,40
friendica.kommune4.de,pl,20
pyon.social,af,1
pyon.social,de,2
pyon.social,en,387
pyon.social,fr,57
pyon.social,ht,1
pyon.social,nl,14
pyon.social,pt,2
pyon.social,sv,2
anime-titties.com,cs,1
anime-titties.com,de,12
anime-titties.com,en,232
anime-titties.com,es,14
anime-titties.com,fi,2
anime-titties.com,fr,16
anime-titties.com,hi,1
anime-titties.com,it,5
anime-titties.com,ja,122
anime-titties.com,nl,2
anime-titties.com,pl,12
anime-titties.com,pt,7
anime-titties.com,ro,1
anime-titties.com,ru,1
anime-titties.com,zh,5
anime-titties.com,zu,1
s10y.eu,ca,1
s10y.eu,de,41
s10y.eu,el,4
s10y.eu,en,271
s10y.eu,eo,1
s10y.eu,es,29
s10y.eu,fi,10
s10y.eu,fr,84
s10y.eu,ga,1
s10y.eu,it,1
s10y.eu,ja,1
s10y.eu,nl,3
s10y.eu,pl,1
s10y.eu,pt,1
s10y.eu,sl,10
social.walterebert.com,de,91
social.walterebert.com,en,386
social.walterebert.com,es,4
social.walterebert.com,fr,1
social.walterebert.com,nl,15
social.walterebert.com,pl,1
social.walterebert.com,pt,1
social.tumelum.de,da,1
social.tumelum.de,de,323
social.tumelum.de,en,151
social.tumelum.de,es,1
social.tumelum.de,fr,3
social.tumelum.de,pt,1
mastodon.socdojo.com,ae,1
mastodon.socdojo.com,ca,1
mastodon.socdojo.com,de,8
mastodon.socdojo.com,en,461
mastodon.socdojo.com,fi,1
mastodon.socdojo.com,fr,5
mastodon.socdojo.com,ie,1
mastodon.socdojo.com,nl,6
shaler.social,ca,1
shaler.social,de,2
shaler.social,el,1
shaler.social,en,483
shaler.social,enCy,1
shaler.social,es,1
shaler.social,fr,2
shaler.social,nl,2
shaler.social,pt,2
wpbuilds.social,de,6
wpbuilds.social,en,449
wpbuilds.social,fi,1
wpbuilds.social,fr,5
wpbuilds.social,nl,36
wpbuilds.social,pt,2
mastodon.hydrosaas.com,de,4
mastodon.hydrosaas.com,en,199
mastodon.hydrosaas.com,es,2
mastodon.hydrosaas.com,fr,264
mastodon.hydrosaas.com,gl,2
mastodon.hydrosaas.com,it,1
mastodon.hydrosaas.com,ja,2
mastodon.hydrosaas.com,pl,1
mastodon.hydrosaas.com,zh,1
bluestar.social,en,500
solarpunk.moe,en,500
social.jlamothe.net,ca,3
social.jlamothe.net,cs,6
social.jlamothe.net,de,9
social.jlamothe.net,en,389
social.jlamothe.net,eo,3
social.jlamothe.net,es,8
social.jlamothe.net,et,3
social.jlamothe.net,fr,11
social.jlamothe.net,gd,4
social.jlamothe.net,hu,1
social.jlamothe.net,is,1
social.jlamothe.net,it,2
social.jlamothe.net,nl,12
social.jlamothe.net,pl,9
social.jlamothe.net,ro,2
social.jlamothe.net,sv,5
swingset.social,co,1
swingset.social,de,8
swingset.social,en,444
swingset.social,es,1
swingset.social,fr,4
swingset.social,it,30
swingset.social,nl,1
swingset.social,pt,1
swingset.social,ptBr,1
friendica.daniel-siepmann.de,bg,1
friendica.daniel-siepmann.de,cs,2
friendica.daniel-siepmann.de,de,113
friendica.daniel-siepmann.de,en,262
friendica.daniel-siepmann.de,eo,1
friendica.daniel-siepmann.de,es,3
friendica.daniel-siepmann.de,et,1
friendica.daniel-siepmann.de,fr,22
friendica.daniel-siepmann.de,hu,2
friendica.daniel-siepmann.de,is,3
friendica.daniel-siepmann.de,it,1
friendica.daniel-siepmann.de,ja,2
friendica.daniel-siepmann.de,nl,77
friendica.daniel-siepmann.de,ru,2
friendica.daniel-siepmann.de,sv,2
sasa.africa,de,5
sasa.africa,en,472
sasa.africa,fr,1
sasa.africa,it,1
sasa.africa,nl,2
sasa.africa,no,1
sasa.africa,pl,1
sasa.africa,sv,2
sasa.africa,zh,4
friendica.ucy.de,de,420
friendica.ucy.de,en,80
mastodon.randomroad.social,en,500
social.eden.one,de,251
social.eden.one,en,229
social.eden.one,fr,3
social.eden.one,it,1
social.eden.one,nl,13
social.eden.one,zh,1
f.iroiro.party,fa,487
masto.pablofernandez.tech,de,103
masto.pablofernandez.tech,en,384
masto.pablofernandez.tech,es,3
masto.pablofernandez.tech,fr,2
masto.pablofernandez.tech,nl,2
masto.pablofernandez.tech,sv,2
masto.gundan.es,ca,44
masto.gundan.es,de,2
masto.gundan.es,en,91
masto.gundan.es,es,347
masto.gundan.es,eu,2
masto.gundan.es,fr,1
masto.gundan.es,gl,2
masto.gundan.es,it,1
masto.gundan.es,nl,1
masto.gundan.es,pt-br,1
kudabiverse.com,ca,3
kudabiverse.com,cs,4
kudabiverse.com,de,21
kudabiverse.com,en,138
kudabiverse.com,eo,2
kudabiverse.com,es,5
kudabiverse.com,et,4
kudabiverse.com,fr,3
kudabiverse.com,hu,2
kudabiverse.com,is,1
kudabiverse.com,it,1
kudabiverse.com,nl,282
kudabiverse.com,pl,2
kudabiverse.com,ro,4
kudabiverse.com,ru,1
kudabiverse.com,sv,4
friendica.produnis.de,ca,4
friendica.produnis.de,cs,2
friendica.produnis.de,de,276
friendica.produnis.de,en,103
friendica.produnis.de,eo,1
friendica.produnis.de,es,8
friendica.produnis.de,fr,34
friendica.produnis.de,gd,3
friendica.produnis.de,is,3
friendica.produnis.de,it,4
friendica.produnis.de,nl,3
friendica.produnis.de,ro,1
mastodon.wasnt.net,de,9
mastodon.wasnt.net,en,473
mastodon.wasnt.net,es,1
mastodon.wasnt.net,fr,3
mastodon.wasnt.net,nl,1
mastodon.wasnt.net,pt,1
mastodon.wasnt.net,sv,5
fediweij.nl,cs,2
fediweij.nl,de,55
fediweij.nl,en,310
fediweij.nl,es,2
fediweij.nl,et,3
fediweij.nl,fr,4
fediweij.nl,gd,4
fediweij.nl,is,1
fediweij.nl,it,3
fediweij.nl,nl,84
fediweij.nl,pl,2
fediweij.nl,ro,6
fediweij.nl,sv,9
social.logilab.org,br,2
social.logilab.org,de,3
social.logilab.org,en,234
social.logilab.org,eo,1
social.logilab.org,es,1
social.logilab.org,fr,251
social.logilab.org,it,1
social.logilab.org,ja,2
social.logilab.org,pl,1
social.logilab.org,startrek_it,2
social.doma.dev,,1
social.doma.dev,cs,1
social.doma.dev,de,5
social.doma.dev,en,464
social.doma.dev,fr,1
social.doma.dev,it,1
social.doma.dev,lv,2
social.doma.dev,nl,3
social.doma.dev,no,11
social.doma.dev,ru,3
social.doma.dev,sv,2
social.doma.dev,uk,3
m.bit-friends.de,cy,1
m.bit-friends.de,de,251
m.bit-friends.de,en,154
m.bit-friends.de,en-us,17
m.bit-friends.de,es,2
m.bit-friends.de,fr,6
m.bit-friends.de,ja,37
m.bit-friends.de,nl,1
m.bit-friends.de,sv,1
m.bit-friends.de,zh,1
m.bit-friends.de,zhCn,1
m.tkw.fm,de,1
m.tkw.fm,en,136
m.tkw.fm,ja,293
m.tkw.fm,ko,1
m.tkw.fm,sr,1
m.tkw.fm,zh,7
fietkau.social,de,6
fietkau.social,en,460
fietkau.social,fr,8
fietkau.social,nl,21
fietkau.social,sv,1
fog.highspirits.games,ca,1
fog.highspirits.games,de,6
fog.highspirits.games,el,1
fog.highspirits.games,en,452
fog.highspirits.games,eo,1
fog.highspirits.games,fr,3
fog.highspirits.games,nl,2
fog.highspirits.games,pl,1
fog.highspirits.games,ru,2
fog.highspirits.games,sv,2
ursa.cafe,de,111
ursa.cafe,en,301
ursa.cafe,es,1
ursa.cafe,fr,18
ursa.cafe,hu,2
ursa.cafe,it,56
ursa.cafe,nl,1
ursa.cafe,sv,1
meshed.cloud,de,25
meshed.cloud,en,454
meshed.cloud,fi,3
meshed.cloud,fr,5
meshed.cloud,nl,3
meshed.cloud,pl,1
meshed.cloud,pt,2
meshed.cloud,sv,2
mastodon.stahlstadt.cloud,de,183
mastodon.stahlstadt.cloud,en,296
mastodon.stahlstadt.cloud,fr,8
mastodon.stahlstadt.cloud,nl,7
mastodon.stahlstadt.cloud,pt,1
mastodon.stahlstadt.cloud,sv,2
soc.schuerz.at,ca,2
soc.schuerz.at,cs,4
soc.schuerz.at,de,293
soc.schuerz.at,en,130
soc.schuerz.at,eo,1
soc.schuerz.at,es,4
soc.schuerz.at,et,2
soc.schuerz.at,fr,15
soc.schuerz.at,gd,2
soc.schuerz.at,hu,2
soc.schuerz.at,is,5
soc.schuerz.at,it,1
soc.schuerz.at,nl,10
soc.schuerz.at,sv,2
dica.interfel.de,ar,5
dica.interfel.de,ca,5
dica.interfel.de,cs,1
dica.interfel.de,de,233
dica.interfel.de,en,197
dica.interfel.de,eo,1
dica.interfel.de,es,8
dica.interfel.de,et,3
dica.interfel.de,fr,5
dica.interfel.de,is,2
dica.interfel.de,it,6
dica.interfel.de,ja,2
dica.interfel.de,nl,8
dica.interfel.de,ro,2
dica.interfel.de,sv,4
friendica.gidikroon.eu,ca,4
friendica.gidikroon.eu,cs,1
friendica.gidikroon.eu,de,7
friendica.gidikroon.eu,en,436
friendica.gidikroon.eu,eo,1
friendica.gidikroon.eu,es,5
friendica.gidikroon.eu,et,3
friendica.gidikroon.eu,fr,1
friendica.gidikroon.eu,gd,3
friendica.gidikroon.eu,is,1
friendica.gidikroon.eu,it,3
friendica.gidikroon.eu,nl,10
friendica.gidikroon.eu,pl,3
friendica.gidikroon.eu,ro,3
friendica.gidikroon.eu,sv,7
sackheads.social,cy,6
sackheads.social,de,4
sackheads.social,en,433
sackheads.social,es,1
sackheads.social,fi,1
sackheads.social,fr,48
sackheads.social,pl,1
sackheads.social,pt,2
mastodon.naii.io,ca,1
mastodon.naii.io,de,41
mastodon.naii.io,el,1
mastodon.naii.io,en,440
mastodon.naii.io,fr,1
mastodon.naii.io,nl,1
mastodon.naii.io,no,1
mastodon.naii.io,pt,3
mastodon.naii.io,sv,2
bits.social,de,3
bits.social,en,488
bits.social,fr,3
bits.social,nl,2
bits.social,pt,1
bits.social,sv,1
cthonic.club,bs,1
cthonic.club,ca,1
cthonic.club,de,31
cthonic.club,el,1
cthonic.club,en,421
cthonic.club,es,3
cthonic.club,fr,15
cthonic.club,pt,13
cthonic.club,ru,1
cthonic.club,zh,1
social.okoyono.de,ca,4
social.okoyono.de,de,322
social.okoyono.de,en,160
social.okoyono.de,eo,1
social.okoyono.de,fr,2
social.okoyono.de,it,1
social.okoyono.de,sv,2
social.chrisburnell.com,de,1
social.chrisburnell.com,en,486
social.chrisburnell.com,fr,4
social.chrisburnell.com,ko,1
social.chrisburnell.com,nl,3
social.chrisburnell.com,pt,1
social.lindsaybison.com,de,12
social.lindsaybison.com,en,486
social.lindsaybison.com,es,1
social.lindsaybison.com,fr,1
eupublic.social,de,271
eupublic.social,en,198
eupublic.social,eo,1
eupublic.social,es,3
eupublic.social,fr,6
eupublic.social,it,1
eupublic.social,nl,2
eupublic.social,pt,2
eupublic.social,sv,3
tweep.club,de,8
tweep.club,en,272
tweep.club,es,14
tweep.club,fi,1
tweep.club,fr,16
tweep.club,hi,1
tweep.club,ja,104
tweep.club,nl,1
tweep.club,pt,5
tweep.club,ru,1
tweep.club,sr,1
tweep.club,sv,3
tweep.club,zh,13
social.nettek.at,de,106
social.nettek.at,en,369
social.nettek.at,eo,1
social.nettek.at,es,1
social.nettek.at,fi,1
social.nettek.at,fr,8
social.nettek.at,fy,1
social.nettek.at,ja,1
social.nettek.at,nl,1
social.nettek.at,pt,1
social.nettek.at,ru,2
social.nettek.at,sv,2
foobar.social,en,489
foobar.social,fr,5
foobar.social,nl,2
foobar.social,pt,1
foobar.social,sv,2
lily.network,co,1
lily.network,de,8
lily.network,en,363
lily.network,es,1
lily.network,fi,1
lily.network,fr,23
lily.network,it,55
lily.network,no,1
lily.network,pl,1
lily.network,startrek_it,2
lily.network,sv,2
lily.network,zh,1
social.yakshed.org,ca,1
social.yakshed.org,de,200
social.yakshed.org,el,1
social.yakshed.org,en,259
social.yakshed.org,eo,1
social.yakshed.org,es,2
social.yakshed.org,fr,6
social.yakshed.org,nl,1
social.yakshed.org,pt,1
social.yakshed.org,sv,2
masto.therealblue.de,ca,5
masto.therealblue.de,de,289
masto.therealblue.de,en,182
masto.therealblue.de,eo,1
masto.therealblue.de,fr,1
masto.therealblue.de,nl,1
masto.therealblue.de,pl,3
masto.therealblue.de,pt,1
masto.therealblue.de,sv,1
social.9tail.net,ca,1
social.9tail.net,de,3
social.9tail.net,en,101
social.9tail.net,es,5
social.9tail.net,fr,9
social.9tail.net,hi,1
social.9tail.net,ja,107
social.9tail.net,pt,2
social.9tail.net,sr,1
social.9tail.net,zh,200
sociable.cafe,de,6
sociable.cafe,en,457
sociable.cafe,fi,16
sociable.cafe,fr,10
sociable.cafe,ie,1
sociable.cafe,nl,3
sociable.cafe,pt,1
sociable.cafe,sv,2
sociable.cafe,zu,1
vrsimility.masto.host,co,1
vrsimility.masto.host,da,3
vrsimility.masto.host,de,8
vrsimility.masto.host,en,464
vrsimility.masto.host,fr,6
vrsimility.masto.host,ie,1
vrsimility.masto.host,nl,4
vrsimility.masto.host,pt,1
vrsimility.masto.host,sv,8
boltcutter.network,bo,1
boltcutter.network,de,44
boltcutter.network,en,437
boltcutter.network,es,3
boltcutter.network,fi,1
boltcutter.network,fr,1
boltcutter.network,nl,1
boltcutter.network,pl,1
boltcutter.network,sl,1
boltcutter.network,sv,3
aachen.social,ar,6
aachen.social,ca,1
aachen.social,de,206
aachen.social,en,225
aachen.social,es,10
aachen.social,fr,9
aachen.social,nl,1
aachen.social,pl,2
aachen.social,pt,2
aachen.social,ru,2
aachen.social,sv,3
aachen.social,zh,3
friendica.multisum.info,fa,497
mastodon.buzhangjiuzhou.com,de,5
mastodon.buzhangjiuzhou.com,en,13
mastodon.buzhangjiuzhou.com,es,1
mastodon.buzhangjiuzhou.com,hi,1
mastodon.buzhangjiuzhou.com,it,4
mastodon.buzhangjiuzhou.com,ja,1
mastodon.buzhangjiuzhou.com,zh,466
mastodon.buzhangjiuzhou.com,zhCn,1
mabe.space,de,163
mabe.space,en,306
mabe.space,es,2
mabe.space,fr,22
mabe.space,pl,1
mabe.space,sv,2
mstdn.jenniferking.me,cs,3
mstdn.jenniferking.me,da,1
mstdn.jenniferking.me,de,2
mstdn.jenniferking.me,en,484
mstdn.jenniferking.me,es,2
mstdn.jenniferking.me,fi,1
mstdn.jenniferking.me,fr,2
mstdn.jenniferking.me,ru,1
mstdn.jenniferking.me,sv,1
mastodon.hsablonniere.com,de,3
mastodon.hsablonniere.com,en,299
mastodon.hsablonniere.com,fr,194
mastodon.hsablonniere.com,it,1
mastodon.hsablonniere.com,sv,1
techspace.social,de,21
techspace.social,en,463
techspace.social,fr,6
techspace.social,nl,2
techspace.social,no,1
mastodon.eiabea.com,de,293
mastodon.eiabea.com,en,202
mastodon.eiabea.com,eo,1
mastodon.eiabea.com,nl,1
frankenwolke.com,ca,4
frankenwolke.com,cs,1
frankenwolke.com,de,2
frankenwolke.com,el,1
frankenwolke.com,en,253
frankenwolke.com,eo,1
frankenwolke.com,es,208
frankenwolke.com,fr,4
frankenwolke.com,gl,18
frankenwolke.com,it,1
frankenwolke.com,ja,1
frankenwolke.com,pt,1
libereco.social,ae,1
libereco.social,ca,12
libereco.social,de,5
libereco.social,en,266
libereco.social,eo,1
libereco.social,es,191
libereco.social,eu,1
libereco.social,fr,2
libereco.social,gl,6
libereco.social,mg,1
libereco.social,pl,1
libereco.social,pt,8
libereco.social,ru,1
overheard.social,en,164
overheard.social,es,15
overheard.social,ja,108
overheard.social,pt,6
overheard.social,sr,3
overheard.social,tr,9
overheard.social,zh,15
werd.social,ar,3
werd.social,de,10
werd.social,en,459
werd.social,es,1
werd.social,fr,2
werd.social,it,2
werd.social,nl,5
werd.social,no,1
werd.social,pt,1
werd.social,sv,3
medic.cafe,en,500
mastodon.cryobyte.net,en,500
medibubble.org,de,500
boosterfive.com,de,15
boosterfive.com,el,3
boosterfive.com,en,309
boosterfive.com,es,1
boosterfive.com,fr,131
boosterfive.com,ja,10
boosterfive.com,nl,2
boosterfive.com,pl,1
boosterfive.com,pt,12
boosterfive.com,sv,2
mastodon.haram.kim,cy,1
mastodon.haram.kim,de,1
mastodon.haram.kim,el,1
mastodon.haram.kim,en,480
mastodon.haram.kim,pl,1
mastodon.haram.kim,sv,2
social.northernvoice.app,cy,1
social.northernvoice.app,de,48
social.northernvoice.app,en,429
social.northernvoice.app,es,2
social.northernvoice.app,nl,3
social.northernvoice.app,pt,1
social.northernvoice.app,sv,4
metcha.me,de,9
metcha.me,en,430
metcha.me,fr,2
metcha.me,ja,53
metcha.me,sv,2
mastodon.tetaneutral.net,ae,1
mastodon.tetaneutral.net,ca,2
mastodon.tetaneutral.net,de,12
mastodon.tetaneutral.net,en,238
mastodon.tetaneutral.net,es,19
mastodon.tetaneutral.net,eu,2
mastodon.tetaneutral.net,fr,183
mastodon.tetaneutral.net,nl,7
mastodon.tetaneutral.net,pt,1
mastodon.tetaneutral.net,ru,1
mastodon.tetaneutral.net,sl,1
mastodon.tetaneutral.net,sv,6
mastodon.tetaneutral.net,zh,14
cuscuz.in,ar,1
cuscuz.in,de,1
cuscuz.in,en,178
cuscuz.in,es,10
cuscuz.in,fi,13
cuscuz.in,fr,3
cuscuz.in,pl,1
cuscuz.in,pt,289
