instance,from,nb_toots
botany.social,aa,2
botany.social,ca,1
botany.social,de,10
botany.social,en,468
botany.social,es,2
botany.social,fr,9
botany.social,ja,1
botany.social,nl,6
botany.social,pt,1
labyrinth.social,de,5
labyrinth.social,en,475
labyrinth.social,es,1
labyrinth.social,gl,2
labyrinth.social,ja,1
labyrinth.social,nl,2
labyrinth.social,pt,1
labyrinth.social,sv,2
newsie.social,en,493
newsie.social,es,1
newsie.social,fr,1
boskovice.social,cs,13
boskovice.social,de,13
boskovice.social,en,449
boskovice.social,es,6
boskovice.social,fi,1
boskovice.social,fr,7
boskovice.social,pt,2
boskovice.social,sv,6
boskovice.social,zh,1
dc801.space,ca,1
dc801.space,cs,3
dc801.space,cy,8
dc801.space,da,1
dc801.space,de,4
dc801.space,en,458
dc801.space,fr,8
dc801.space,nl,1
dc801.space,no,1
persadon.com,ar,19
persadon.com,de,48
persadon.com,en,367
persadon.com,en-us,1
persadon.com,eo,1
persadon.com,es,1
persadon.com,fa,24
persadon.com,fr,9
persadon.com,it,5
persadon.com,ja,5
persadon.com,nl,1
persadon.com,no,8
persadon.com,pt,1
persadon.com,ru,1
persadon.com,sv,2
hcommons.social,de,4
hcommons.social,en,481
hcommons.social,es,4
hcommons.social,fr,7
hcommons.social,ru,1
loftypancake.masto.host,de,4
loftypancake.masto.host,en,458
loftypancake.masto.host,fi,30
loftypancake.masto.host,nl,2
loftypancake.masto.host,pt,1
ansible.jshwlkr.info,de,1
ansible.jshwlkr.info,en,483
ansible.jshwlkr.info,pl,2
ansible.jshwlkr.info,pt,9
ansible.jshwlkr.info,sv,3
toot.houbahouba.de,da,1
toot.houbahouba.de,de,314
toot.houbahouba.de,el,1
toot.houbahouba.de,en,161
toot.houbahouba.de,es,4
toot.houbahouba.de,fi,2
toot.houbahouba.de,fr,7
toot.houbahouba.de,sv,7
arize.social,de,11
arize.social,en,441
arize.social,fr,14
arize.social,gd,1
arize.social,he,1
arize.social,it,11
arize.social,ja,1
arize.social,nl,5
arize.social,pt,8
arize.social,ru,1
arize.social,sl,1
social.anoxinon.de,de,67
social.anoxinon.de,en,393
social.anoxinon.de,es,18
social.anoxinon.de,fr,2
social.anoxinon.de,ja,7
social.anoxinon.de,nl,2
social.anoxinon.de,pt,1
social.anoxinon.de,zh,2
elefant.social,da,1
elefant.social,de,6
elefant.social,el,1
elefant.social,en,321
elefant.social,fi,1
elefant.social,fr,1
elefant.social,nl,2
elefant.social,pt,6
elefant.social,sv,153
chaos.social,cy,1
chaos.social,de,40
chaos.social,en,400
chaos.social,es,3
chaos.social,fr,3
chaos.social,ja,5
chaos.social,ko,5
chaos.social,pt,2
chaos.social,ru,2
chaos.social,sv,1
chaos.social,zh,2
junebug.masto.host,ca,1
junebug.masto.host,en,488
junebug.masto.host,es,1
junebug.masto.host,it,1
junebug.masto.host,pl,1
squeet.me,bg,1
squeet.me,ca,11
squeet.me,cs,3
squeet.me,de,33
squeet.me,en,341
squeet.me,es,35
squeet.me,et,5
squeet.me,fa,2
squeet.me,fr,5
squeet.me,gd,6
squeet.me,hu,1
squeet.me,is,3
squeet.me,it,4
squeet.me,ja,1
squeet.me,nl,12
squeet.me,pl,3
squeet.me,ro,1
squeet.me,ru,1
squeet.me,sv,8
mastodon.xyz,de,7
mastodon.xyz,en,381
mastodon.xyz,es,3
mastodon.xyz,fr,7
mastodon.xyz,hr,1
mastodon.xyz,ja,57
mastodon.xyz,nl,1
mastodon.xyz,no,1
mastodon.xyz,pt,1
mastodon.xyz,ru,3
mastodon.xyz,sk,1
mastodon.xyz,zh,11
toot.fedilab.app,de,81
toot.fedilab.app,en,264
toot.fedilab.app,es,10
toot.fedilab.app,fr,133
toot.fedilab.app,no,1
toot.fedilab.app,pl,1
toot.fedilab.app,ru,1
mastodon.bits-und-baeume.org,de,233
mastodon.bits-und-baeume.org,en,256
mastodon.bits-und-baeume.org,en-us,1
mastodon.bits-und-baeume.org,fi,1
mastodon.bits-und-baeume.org,fr,1
mastodon.bits-und-baeume.org,lb,1
mastodon.bits-und-baeume.org,pt,2
mastodon.bits-und-baeume.org,ru,1
jade.moe,de,1
jade.moe,en,443
jade.moe,enOu,1
jade.moe,es,8
jade.moe,nl,2
jade.moe,no,1
jade.moe,pt,1
jade.moe,ru,6
jade.moe,sv,1
semiosen.de,de,307
semiosen.de,en,185
semiosen.de,fr,1
semiosen.de,it,1
semiosen.de,nl,1
semiosen.de,pt,1
semiosen.de,ru,1
rigcz.club,ca,1
rigcz.club,da,1
rigcz.club,de,3
rigcz.club,en,211
rigcz.club,fr,2
rigcz.club,ja,1
rigcz.club,pl,141
rigcz.club,ru,1
sociala.me,ae,1
sociala.me,de,25
sociala.me,en,252
sociala.me,es,2
sociala.me,fr,149
sociala.me,id,1
sociala.me,it,2
sociala.me,ja,45
sociala.me,nl,1
sociala.me,pl,2
sociala.me,pt,1
sociala.me,uk,3
oldbytes.space,de,4
oldbytes.space,en,452
oldbytes.space,es,1
oldbytes.space,fr,3
oldbytes.space,ja,2
oldbytes.space,pt,11
oldbytes.space,ru,1
oldbytes.space,zh,2
brnt.cr,de,1
brnt.cr,en,492
brnt.cr,pl,1
brnt.cr,ru,1
brnt.cr,sv,4
frogmob.life,de,3
frogmob.life,en,489
frogmob.life,fi,1
frogmob.life,fr,1
frogmob.life,nl,1
frogmob.life,pt,3
mastodon.cc,de,6
mastodon.cc,en,447
mastodon.cc,es,3
mastodon.cc,fr,14
mastodon.cc,ja,1
mastodon.cc,pt,2
mastodon.cc,ru,1
mastodon.cc,zh,3
libretooth.gr,de,5
libretooth.gr,el,2
libretooth.gr,en,468
libretooth.gr,es,3
libretooth.gr,it,4
libretooth.gr,ru,1
mastodon.esmevane.com,de,8
mastodon.esmevane.com,en,466
mastodon.esmevane.com,eu,1
k-shiigi-136.masto.host,en,46
k-shiigi-136.masto.host,es,1
k-shiigi-136.masto.host,ja,381
k-shiigi-136.masto.host,sn,1
k-shiigi-136.masto.host,zh,5
geiger.ee,ca,2
geiger.ee,cs,1
geiger.ee,de,12
geiger.ee,en,352
geiger.ee,en-us,7
geiger.ee,es,30
geiger.ee,fa,1
geiger.ee,fr,6
geiger.ee,hr,1
geiger.ee,id,2
geiger.ee,it,2
geiger.ee,ja,8
geiger.ee,pt,27
geiger.ee,sv,1
geiger.ee,th,1
geiger.ee,tr,2
geiger.ee,vi,2
geiger.ee,zh,9
superawesomeclub.vip,ca,4
superawesomeclub.vip,de,22
superawesomeclub.vip,el,1
superawesomeclub.vip,en,423
superawesomeclub.vip,es,3
superawesomeclub.vip,fr,19
superawesomeclub.vip,it,1
superawesomeclub.vip,ja,3
superawesomeclub.vip,nl,20
superawesomeclub.vip,pt,2
superawesomeclub.vip,tr,1
turingfesten.dk,da,66
turingfesten.dk,de,15
turingfesten.dk,en,344
turingfesten.dk,fi,2
turingfesten.dk,fr,2
turingfesten.dk,nl,1
turingfesten.dk,no,6
turingfesten.dk,sv,42
redpanda.pics,en,27
redpanda.pics,es,1
redpanda.pics,hi,1
redpanda.pics,pt,2
redpanda.pics,zh,455
redpanda.pics,zhCn,1
chablis.social,de,5
chablis.social,en,183
chablis.social,fr,305
chablis.social,ie,1
chablis.social,nl,1
chablis.social,pt,3
chablis.social,sv,2
obo.sh,de,1
obo.sh,en,109
obo.sh,es,8
obo.sh,fr,2
obo.sh,hi,1
obo.sh,ja,211
obo.sh,ru,4
obo.sh,sr,1
obo.sh,zh,43
obo.sh,zhCn,1
rosaryfaith.com,ca,1
rosaryfaith.com,de,9
rosaryfaith.com,en,222
rosaryfaith.com,es,142
rosaryfaith.com,fr,8
rosaryfaith.com,gl,4
rosaryfaith.com,nl,3
rosaryfaith.com,pl,69
rosaryfaith.com,pt,27
rosaryfaith.com,sv,2
matthewgall.chat,cs,3
matthewgall.chat,cy,29
matthewgall.chat,de,2
matthewgall.chat,en,460
matthewgall.chat,fr,1
matthewgall.chat,nl,1
matthewgall.chat,pl,1
matthewgall.chat,pt,2
matthewgall.chat,sv,1
9kb.me,bg,1
9kb.me,de,6
9kb.me,en,141
9kb.me,fr,1
9kb.me,ja,122
9kb.me,kk,1
9kb.me,no,1
9kb.me,pl,2
9kb.me,ru,1
9kb.me,zh,213
9kb.me,zh-CN,1
social.romeov.me,de,49
social.romeov.me,en,427
social.romeov.me,en-us,3
social.romeov.me,fr,7
social.romeov.me,pt,2
social.romeov.me,ro,1
social.romeov.me,ru,1
penumbra.space,de,4
penumbra.space,el,11
penumbra.space,en,253
penumbra.space,es,49
penumbra.space,fr,1
penumbra.space,nl,2
penumbra.space,pt,13
penumbra.space,ru,1
penumbra.space,uk,1
penumbra.space,zh,128
masto.mtcrew.org,af,1
masto.mtcrew.org,ca,2
masto.mtcrew.org,da,1
masto.mtcrew.org,de,73
masto.mtcrew.org,en,273
masto.mtcrew.org,es,9
masto.mtcrew.org,fr,43
masto.mtcrew.org,gl,1
masto.mtcrew.org,hy,1
masto.mtcrew.org,it,3
masto.mtcrew.org,pt,4
masto.mtcrew.org,ru,2
masto.mtcrew.org,zh,68
masto.mtcrew.org,zhCn,2
dreamers-guild.net,da,1
dreamers-guild.net,de,2
dreamers-guild.net,en,489
dreamers-guild.net,ja,2
dreamers-guild.net,nl,2
dreamers-guild.net,uk,1
social.qownnotes.org,de,55
social.qownnotes.org,en,432
social.qownnotes.org,eo,1
social.qownnotes.org,fi,1
social.qownnotes.org,fr,2
social.qownnotes.org,fy,1
social.qownnotes.org,mg,1
social.qownnotes.org,nl,2
social.qownnotes.org,pt,1
social.qownnotes.org,sv,1
social.qownnotes.org,zh,1
reve.land,de,2
reve.land,en,475
reve.land,es,3
reve.land,fr,3
reve.land,lb,1
reve.land,lion,2
reve.land,pt,2
reve.land,ru,2
blacktwitter.io,en,491
blacktwitter.io,en-us,6
knoxodon.com,en,500
friendica.xyz,ca,1
friendica.xyz,cs,1
friendica.xyz,de,236
friendica.xyz,en,169
friendica.xyz,eo,1
friendica.xyz,es,7
friendica.xyz,et,3
friendica.xyz,fr,35
friendica.xyz,gd,7
friendica.xyz,hu,2
friendica.xyz,is,1
friendica.xyz,it,5
friendica.xyz,nl,5
friendica.xyz,pl,1
friendica.xyz,ro,2
friendica.xyz,sv,3
mastodon.com.br,de,1
mastodon.com.br,en,215
mastodon.com.br,es,11
mastodon.com.br,fr,1
mastodon.com.br,pt,258
mastodon.com.br,zh,2
social.xinghaizhandui.com,de,1
social.xinghaizhandui.com,en,227
social.xinghaizhandui.com,fr,2
social.xinghaizhandui.com,fy,1
social.xinghaizhandui.com,zh,161
awes.one,af,1
awes.one,de,226
awes.one,en,252
awes.one,es,1
awes.one,fi,1
awes.one,fr,5
awes.one,fy,1
awes.one,lb,1
awes.one,mg,1
awes.one,nl,3
awes.one,sv,6
awes.one,zh,1
campaign.openworlds.info,cy,2
campaign.openworlds.info,de,4
campaign.openworlds.info,en,454
campaign.openworlds.info,es,7
campaign.openworlds.info,fr,2
campaign.openworlds.info,ja,1
campaign.openworlds.info,nl,1
campaign.openworlds.info,no,1
campaign.openworlds.info,pt,1
campaign.openworlds.info,ru,2
campaign.openworlds.info,tl,1
mn.p.starxy.cc,en,14
mn.p.starxy.cc,eo,3
mn.p.starxy.cc,ja,12
mn.p.starxy.cc,zh,453
mn.p.starxy.cc,zhCn,1
mastodon.open-net.nl,en,500
mastodon.recherche-et-cie.org,de,7
mastodon.recherche-et-cie.org,en,255
mastodon.recherche-et-cie.org,fr,224
mastodon.recherche-et-cie.org,he,1
mastodon.recherche-et-cie.org,it,5
mastodon.recherche-et-cie.org,ja,2
mastodon.recherche-et-cie.org,pt,1
mastodon.recherche-et-cie.org,ru,1
mastodon.recherche-et-cie.org,sv,4
eskate.world,de,3
eskate.world,en,451
eskate.world,es,5
eskate.world,fr,1
eskate.world,sv,1
eskate.world,zh,1
eskate.world,zhCn,1
interfaith.masto.host,de,12
interfaith.masto.host,en,456
interfaith.masto.host,es,5
interfaith.masto.host,fr,9
interfaith.masto.host,lion,1
interfaith.masto.host,ru,2
soc.zom.bi,de,247
soc.zom.bi,en,217
soc.zom.bi,eo,8
soc.zom.bi,es,2
soc.zom.bi,fi,5
soc.zom.bi,fr,11
soc.zom.bi,it,1
soc.zom.bi,ko,1
soc.zom.bi,nl,1
soc.zom.bi,sv,2
mastodon.nilswloka.com,de,73
mastodon.nilswloka.com,en,412
mastodon.nilswloka.com,es,1
mastodon.nilswloka.com,fi,1
mastodon.nilswloka.com,fr,2
mastodon.nilswloka.com,nl,1
mastodon.nilswloka.com,pt,3
posvib.es,de,4
posvib.es,en,476
posvib.es,fr,4
posvib.es,he,1
posvib.es,it,1
posvib.es,nl,5
posvib.es,sv,1
social.gardiance.de,de,1
social.gardiance.de,en,459
social.gardiance.de,fr,4
social.gardiance.de,nl,10
social.gardiance.de,pt,5
social.gardiance.de,sv,1
paupau.masto.host,de,63
paupau.masto.host,en,363
paupau.masto.host,es,1
paupau.masto.host,fr,13
paupau.masto.host,he,1
paupau.masto.host,it,5
paupau.masto.host,nl,5
paupau.masto.host,no,1
paupau.masto.host,pl,2
paupau.masto.host,pt,1
paupau.masto.host,uk,2
writing.exchange,bn,1
writing.exchange,de,6
writing.exchange,en,462
writing.exchange,es,1
writing.exchange,fr,3
writing.exchange,ja,1
writing.exchange,no,1
writing.exchange,pt,12
writing.exchange,ru,1
writing.exchange,tl,1
writing.exchange,zh,4
fedi.nemo.town,de,10
fedi.nemo.town,el,1
fedi.nemo.town,en,289
fedi.nemo.town,es,2
fedi.nemo.town,fi,2
fedi.nemo.town,fr,164
fedi.nemo.town,nl,3
fedi.nemo.town,pl,1
fedi.nemo.town,sv,1
fedi.nemo.town,zh,1
social.oark.org,de,95
social.oark.org,en,397
social.oark.org,fr,2
m.82procent.nl,de,4
m.82procent.nl,en,265
m.82procent.nl,eo,1
m.82procent.nl,fr,2
m.82procent.nl,nl,197
m.82procent.nl,sv,2
fivewaystop.masto.host,cy,1
fivewaystop.masto.host,de,5
fivewaystop.masto.host,en,488
fivewaystop.masto.host,nl,2
fivewaystop.masto.host,sv,1
nojober.work,de,8
nojober.work,en,420
nojober.work,fr,17
nojober.work,gd,1
nojober.work,he,1
nojober.work,it,22
nojober.work,nl,4
nojober.work,pt,10
nojober.work,ru,1
nojober.work,sl,1
incidentally.social,en,500
social.pedesen.de,de,290
social.pedesen.de,en,199
social.pedesen.de,es,1
social.pedesen.de,fr,1
social.pedesen.de,sv,2
void.lrhale.com,de,10
void.lrhale.com,el,3
void.lrhale.com,en,438
void.lrhale.com,es,10
void.lrhale.com,fi,4
void.lrhale.com,fr,4
void.lrhale.com,he,1
void.lrhale.com,nl,7
void.lrhale.com,ro,14
void.lrhale.com,sv,6
social.confluxhq.org,de,11
social.confluxhq.org,en,438
social.confluxhq.org,es,3
social.confluxhq.org,fr,25
social.confluxhq.org,gd,1
social.confluxhq.org,he,1
social.confluxhq.org,ja,1
social.confluxhq.org,nl,5
social.confluxhq.org,pt,8
social.confluxhq.org,sl,1
social.confluxhq.org,zh,4
social.spork.gg,de,3
social.spork.gg,en,479
social.spork.gg,es,1
social.spork.gg,fr,3
social.spork.gg,ht,1
social.spork.gg,pt,5
lebe.gg,de,9
lebe.gg,en,474
lebe.gg,fr,6
lebe.gg,ie,1
lebe.gg,nl,2
lebe.gg,pt,2
lebe.gg,sv,4
kompost.cz,ca,1
kompost.cz,cs,24
kompost.cz,da,1
kompost.cz,de,1
kompost.cz,en,366
kompost.cz,fi,1
kompost.cz,fr,4
kompost.cz,hr,1
kompost.cz,ja,1
kompost.cz,nl,1
kompost.cz,ru,1
ozhika.me,de,9
ozhika.me,en,164
ozhika.me,fr,1
ozhika.me,hi,1
ozhika.me,ja,48
ozhika.me,nl,1
ozhika.me,zh,256
mastodon.world,de,11
mastodon.world,en,430
mastodon.world,en-gb,1
mastodon.world,en-us,1
mastodon.world,es,20
mastodon.world,fi,1
mastodon.world,ja,2
mastodon.world,ko,5
mastodon.world,nl,2
mastodon.world,pt,7
mastodon.world,pt-br,2
mastodon.world,tr,5
mastodon.world,zh,5
social.filipesm.com,cs,1
social.filipesm.com,de,4
social.filipesm.com,el,4
social.filipesm.com,en,450
social.filipesm.com,fi,1
social.filipesm.com,fr,25
social.filipesm.com,nl,4
social.filipesm.com,nn,1
social.filipesm.com,no,1
social.filipesm.com,pl,2
social.filipesm.com,sv,1
masto.alancfrancis.com,de,6
masto.alancfrancis.com,en,475
masto.alancfrancis.com,fr,1
masto.alancfrancis.com,sv,4
sneakerwave.net,aa,1
sneakerwave.net,de,5
sneakerwave.net,en,237
sneakerwave.net,fr,7
sneakerwave.net,nl,4
sneakerwave.net,zh,233
starbase80.wtf,ar,2
starbase80.wtf,ca,3
starbase80.wtf,cs,1
starbase80.wtf,de,9
starbase80.wtf,en,353
starbase80.wtf,en-us,8
starbase80.wtf,es,23
starbase80.wtf,fi,1
starbase80.wtf,fr,12
starbase80.wtf,id,2
starbase80.wtf,it,2
starbase80.wtf,ja,9
starbase80.wtf,pt,22
starbase80.wtf,pt-br,1
starbase80.wtf,sv,2
starbase80.wtf,th,1
starbase80.wtf,tr,3
starbase80.wtf,vi,1
starbase80.wtf,zh,10
mastodon.green,bn,1
mastodon.green,de,35
mastodon.green,el,1
mastodon.green,en,394
mastodon.green,en-us,1
mastodon.green,eo,1
mastodon.green,es,16
mastodon.green,fi,3
mastodon.green,fr,13
mastodon.green,nl,11
mastodon.green,pt,5
mastodon.green,zh,1
kancolle.social,en,47
kancolle.social,ja,311
kancolle.social,zh,8
theolddude.masto.host,ca,1
theolddude.masto.host,de,1
theolddude.masto.host,el,2
theolddude.masto.host,en,484
theolddude.masto.host,es,1
theolddude.masto.host,fr,1
theolddude.masto.host,lion,1
theolddude.masto.host,pt,1
mastodon.ctuck.com,de,5
mastodon.ctuck.com,en,478
mastodon.ctuck.com,fr,4
mastodon.ctuck.com,ru,6
mastodon.ctuck.com,sv,1
tragi.cc,de,5
tragi.cc,en,448
tragi.cc,es,3
tragi.cc,fr,9
tragi.cc,pt,1
tragi.cc,ptBr,1
tragi.cc,ru,1
toot.krivokuca.dev,en,426
toot.krivokuca.dev,es,5
toot.krivokuca.dev,fa,1
toot.krivokuca.dev,ko,3
toot.krivokuca.dev,pt,37
toot.krivokuca.dev,ru,1
toot.krivokuca.dev,th,1
toot.krivokuca.dev,zh,4
mastodon.cipherbliss.com,de,11
mastodon.cipherbliss.com,en,342
mastodon.cipherbliss.com,es,2
mastodon.cipherbliss.com,fr,19
mastodon.cipherbliss.com,ja,10
mastodon.cipherbliss.com,nl,1
mastodon.cipherbliss.com,zh,1
mathstodon.xyz,de,18
mathstodon.xyz,en,441
mathstodon.xyz,es,8
mathstodon.xyz,fr,4
mathstodon.xyz,he,1
mathstodon.xyz,hr,1
mathstodon.xyz,ja,1
mathstodon.xyz,nl,2
mathstodon.xyz,pt,2
mathstodon.xyz,zh,6
masto.spirgi.com,de,150
masto.spirgi.com,en,341
masto.spirgi.com,es,1
masto.spirgi.com,fr,5
masto.spirgi.com,it,1
masto.spirgi.com,pt,1
rowdy.business,de,12
rowdy.business,en,445
rowdy.business,fr,14
rowdy.business,gd,1
rowdy.business,he,1
rowdy.business,it,11
rowdy.business,ja,1
rowdy.business,nl,5
rowdy.business,pt,8
rowdy.business,sl,1
rocketsnail.masto.host,de,6
rocketsnail.masto.host,en,478
rocketsnail.masto.host,pt,2
rocketsnail.masto.host,sv,4
rcsocial.net,cy,2
rcsocial.net,en,436
rcsocial.net,en-us,1
rcsocial.net,la,1
rcsocial.net,ru,1
rcsocial.net,zh,2
aus.social,en,500
foresdon.jp,en,39
foresdon.jp,ja,392
foresdon.jp,no,1
foresdon.jp,zh,14
social.careyscloud.ie,ar,1
social.careyscloud.ie,cs,1
social.careyscloud.ie,de,2
social.careyscloud.ie,en,489
social.careyscloud.ie,ga,1
social.careyscloud.ie,gd,1
social.careyscloud.ie,nl,2
indiehackers.social,ca,2
indiehackers.social,cs,4
indiehackers.social,de,16
indiehackers.social,en,353
indiehackers.social,es,72
indiehackers.social,fr,8
indiehackers.social,gl,1
indiehackers.social,hu,1
indiehackers.social,jv,2
indiehackers.social,no,1
indiehackers.social,pl,9
indiehackers.social,pt,6
indiehackers.social,sk,1
indiehackers.social,tr,1
indiehackers.social,zh,2
social.mckendrick.io,de,14
social.mckendrick.io,en,461
social.mckendrick.io,fr,13
social.mckendrick.io,id,1
social.mckendrick.io,nl,7
social.mckendrick.io,zh,2
mstdn.kemono-friends.info,en,71
mstdn.kemono-friends.info,fr,1
mstdn.kemono-friends.info,ja,388
mstdn.kemono-friends.info,kk,1
mstdn.kemono-friends.info,zh,6
mo-na.space,de,3
mo-na.space,el,1
mo-na.space,en,136
mo-na.space,fr,2
mo-na.space,hi,1
mo-na.space,ie,1
mo-na.space,ja,85
mo-na.space,nl,1
mo-na.space,uk,1
mo-na.space,zh,261
mo-na.space,zhCn,1
delirium.masto.host,de,76
delirium.masto.host,en,383
delirium.masto.host,fr,14
delirium.masto.host,gd,1
delirium.masto.host,he,1
delirium.masto.host,it,9
delirium.masto.host,ja,1
delirium.masto.host,nl,5
delirium.masto.host,pt,7
delirium.masto.host,sl,1
melb.social,de,4
melb.social,en,449
melb.social,fr,10
melb.social,ru,2
xtaldave.net,de,3
xtaldave.net,en,491
xtaldave.net,fr,1
mastodon.ktachibana.party,en,36
mastodon.ktachibana.party,eo,1
mastodon.ktachibana.party,ja,72
mastodon.ktachibana.party,zh,373
mastodon.ktachibana.party,zhCn,1
segeln.social,da,1
segeln.social,de,238
segeln.social,en,249
segeln.social,es,1
segeln.social,fr,2
segeln.social,nl,4
segeln.social,pt,1
segeln.social,sv,1
grand-duchy.net,de,167
grand-duchy.net,en,260
grand-duchy.net,fr,67
grand-duchy.net,nl,6
rustedneuron.com,cy,1
rustedneuron.com,de,3
rustedneuron.com,en,470
rustedneuron.com,pl,1
rustedneuron.com,pt,2
rustedneuron.com,sv,3
rustedneuron.com,zh,10
social.mcavey.net,af,1
social.mcavey.net,de,6
social.mcavey.net,en,426
social.mcavey.net,fr,24
social.mcavey.net,fy,1
social.mcavey.net,nl,6
dipshit.space,de,4
dipshit.space,en,333
dipshit.space,es,1
dipshit.space,fi,1
dipshit.space,fr,4
dipshit.space,ja,3
dipshit.space,nl,2
dipshit.space,pt,2
dipshit.space,ro,1
dipshit.space,sv,1
mastodon.mim-libre.fr,de,7
mastodon.mim-libre.fr,en,311
mastodon.mim-libre.fr,eu,1
mastodon.mim-libre.fr,fr,169
mastodon.mim-libre.fr,pt,1
mastodon.mim-libre.fr,ru,1
deepthought.social,de,1
deepthought.social,en,476
deepthought.social,es,1
deepthought.social,eu,2
deepthought.social,fr,2
deepthought.social,pl,8
deepthought.social,ru,1
deepthought.social,sv,2
social.screamingatmyscreen.com,de,25
social.screamingatmyscreen.com,en,467
social.screamingatmyscreen.com,fr,1
social.screamingatmyscreen.com,nl,1
social.screamingatmyscreen.com,pt,1
social.screamingatmyscreen.com,sv,3
fire.masto.host,ca,1
fire.masto.host,da,1
fire.masto.host,de,14
fire.masto.host,en,428
fire.masto.host,es,1
fire.masto.host,fr,18
fire.masto.host,gd,1
fire.masto.host,he,1
fire.masto.host,it,9
fire.masto.host,ja,1
fire.masto.host,nl,7
fire.masto.host,pt,8
fire.masto.host,ru,1
fire.masto.host,sl,1
fire.masto.host,tr,3
fire.masto.host,zh,3
quixotic.info,de,5
quixotic.info,en,480
quixotic.info,fr,5
quixotic.info,he,1
quixotic.info,nl,5
quixotic.info,sv,1
ecoevo.social,de,4
ecoevo.social,en,481
ecoevo.social,es,1
ecoevo.social,fr,3
ecoevo.social,nl,3
ecoevo.social,pt,1
ecoevo.social,zh,2
social.touhey.org,de,19
social.touhey.org,en,336
social.touhey.org,es,1
social.touhey.org,fr,133
newpublicsquare.com,de,13
newpublicsquare.com,en,439
newpublicsquare.com,fr,18
newpublicsquare.com,gd,1
newpublicsquare.com,he,1
newpublicsquare.com,it,1
newpublicsquare.com,ja,2
newpublicsquare.com,nl,5
newpublicsquare.com,pt,8
newpublicsquare.com,zh,1
terrible.gay,de,5
terrible.gay,en,439
terrible.gay,fr,24
terrible.gay,ga,1
terrible.gay,nl,6
tentacle.social,da,1
tentacle.social,de,70
tentacle.social,en,390
tentacle.social,fr,28
tentacle.social,gd,1
tentacle.social,he,1
tentacle.social,it,1
tentacle.social,nl,4
tentacle.social,pt,2
tentacle.social,sl,1
urbanists.social,de,1
urbanists.social,en,490
urbanists.social,es,1
urbanists.social,pt,4
urbanists.social,ru,1
nemushee.net,en,60
nemushee.net,ja,344
nemushee.net,kk,1
nemushee.net,sv,1
nemushee.net,zh,49
mastodon.acc.sunet.se,ca,1
mastodon.acc.sunet.se,de,13
mastodon.acc.sunet.se,en,422
mastodon.acc.sunet.se,es,29
mastodon.acc.sunet.se,ja,10
mastodon.acc.sunet.se,no,1
mastodon.acc.sunet.se,pt,3
mastodon.acc.sunet.se,sv,1
mastodon.acc.sunet.se,zh,3
toot.tom-eric.info,ca,1
toot.tom-eric.info,de,1
toot.tom-eric.info,en,490
toot.tom-eric.info,fr,1
toot.tom-eric.info,nl,2
trailblazer.social,da,1
trailblazer.social,de,11
trailblazer.social,en,423
trailblazer.social,es,2
trailblazer.social,fi,1
trailblazer.social,fr,25
trailblazer.social,ht,1
trailblazer.social,nl,3
trailblazer.social,pt,1
trailblazer.social,sv,3
social.fifteen40.com,de,5
social.fifteen40.com,en,435
social.fifteen40.com,es,1
social.fifteen40.com,fr,9
social.fifteen40.com,ru,3
shorage.de,de,167
shorage.de,en,191
shorage.de,es,3
shorage.de,fr,10
shorage.de,lt,1
shorage.de,nl,1
shorage.de,pl,1
shorage.de,pt,22
shorage.de,tr,47
mas.home.monsiteinternet.org,de,1
mas.home.monsiteinternet.org,en,136
mas.home.monsiteinternet.org,es,1
mas.home.monsiteinternet.org,fr,353
mas.home.monsiteinternet.org,ja,1
mas.home.monsiteinternet.org,pl,1
mas.home.monsiteinternet.org,sv,2
mas.home.monsiteinternet.org,zh,1
mstdn.nere9.help,en,82
mstdn.nere9.help,ja,404
mstdn.nere9.help,kk,1
mstdn.nere9.help,ko,3
mstdn.nere9.help,zh,7
nightly.fedibird.com,da,1
nightly.fedibird.com,en,73
nightly.fedibird.com,ja,401
nightly.fedibird.com,sn,1
nightly.fedibird.com,sv,1
nightly.fedibird.com,xh,1
nightly.fedibird.com,zh,6
thechairman.info,en,476
thechairman.info,fr,1
silverheart.social,da,1
silverheart.social,de,1
silverheart.social,en,488
silverheart.social,fi,1
silverheart.social,fr,2
silverheart.social,no,1
barmy.org,ar,1
barmy.org,de,18
barmy.org,el,1
barmy.org,en,428
barmy.org,es,1
barmy.org,fr,12
barmy.org,it,1
barmy.org,ja,2
barmy.org,nl,7
barmy.org,pt,14
barmy.org,tr,9
yamagadon.com,en,53
yamagadon.com,es,1
yamagadon.com,ja,379
yamagadon.com,kk,1
yamagadon.com,zh,6
homoluden.com,de,6
homoluden.com,en,481
homoluden.com,fr,6
homoluden.com,ja,1
homoluden.com,nl,4
endhill.masto.host,de,2
endhill.masto.host,en,227
endhill.masto.host,fr,3
endhill.masto.host,he,1
endhill.masto.host,nl,4
endhill.masto.host,sv,2
mstdn.sublimer.me,en,27
mstdn.sublimer.me,ja,429
mstdn.sublimer.me,kk,1
mstdn.sublimer.me,pt,1
mstdn.sublimer.me,zh,9
tad.me,de,1
tad.me,en,418
tad.me,es,5
tad.me,fa,1
tad.me,ko,3
tad.me,pt,43
tad.me,th,1
tad.me,zh,4
taruntarun.net,en,56
taruntarun.net,ja,370
taruntarun.net,ko,10
taruntarun.net,zh,14
soc.kvet.ch,ca,1
soc.kvet.ch,de,4
soc.kvet.ch,el,1
